seq,gen_ts_ns,gen_ts_valid,pop_ts_ns,proc_start_ns,out0_ts_ns,out1_ts_ns,queue_latency_ns,proc0_ns,proc1_ns,inter_output_delta_ns,classification
11377,178410315737800,1,178410315834400,178410315834400,178410315834400,178410315834500,96600,0,100,100,none
11378,178410315740300,1,178410315836300,178410315836400,178410315836400,178410315836400,96100,0,0,0,none
11379,178410315742700,1,178410315838200,178410315838200,178410315838200,178410315838300,95500,0,100,100,none
11380,178410315745100,1,178410315840100,178410315840100,178410315840100,178410315840200,95000,0,100,100,none
11381,178410315747500,1,178410315842000,178410315842000,178410315842000,178410315842000,94500,0,0,0,none
11382,178410315749900,1,178410315843800,178410315843900,178410315843900,178410315843900,94000,0,0,0,none
11383,178410315752300,1,178410315845800,178410315845800,178410315845800,178410315845800,93500,0,0,0,none
11384,178410315754700,1,178410315847600,178410315847600,178410315847600,178410315847600,92900,0,0,0,none
11385,178410315757200,1,178410315849400,178410315849400,178410315849500,178410315849500,92200,100,100,0,none
11386,178410315759600,1,178410315851400,178410315851400,178410315851400,178410315851400,91800,0,0,0,none
11387,178410315761900,1,178410315853200,178410315853300,178410315853300,178410315853300,91400,0,0,0,none
11388,178410315764200,1,178410315855100,178410315855100,178410315855100,178410315855200,90900,0,100,100,none
11389,178410315766700,1,178410315857000,178410315857000,178410315857100,178410315857100,90300,100,100,0,none
11390,178410315769100,1,178410315858900,178410315858900,178410315858900,178410315859000,89800,0,100,100,none
11391,178410315771500,1,178410315860800,178410315860800,178410315860800,178410315860900,89300,0,100,100,none
11392,178410315774000,1,178410315862800,178410315862800,178410315862800,178410315862800,88800,0,0,0,none
11393,178410315776300,1,178410315864600,178410315864600,178410315864600,178410315864600,88300,0,0,0,none
11394,178410315778700,1,178410315866400,178410315866500,178410315866500,178410315866500,87800,0,0,0,none
11395,178410315781100,1,178410315868300,178410315868300,178410315868300,178410315868300,87200,0,0,0,none
11396,178410315783600,1,178410315870200,178410315870200,178410315870200,178410315870200,86600,0,0,0,none
11397,178410315786000,1,178410315872000,178410315872000,178410315872000,178410315872100,86000,0,100,100,none
11398,178410315788300,1,178410315873900,178410315873900,178410315873900,178410315874000,85600,0,100,100,none
11399,178410315790800,1,178410315875800,178410315875800,178410315875800,178410315875800,85000,0,0,0,none
11400,178410315793200,1,178410315877700,178410315877700,178410315877700,178410315877700,84500,0,0,0,none
11401,178410315795600,1,178410315879600,178410315879600,178410315879600,178410315879600,84000,0,0,0,none
11402,178410315798000,1,178410315881400,178410315881500,178410315881500,178410315881500,83500,0,0,0,none
11403,178410315800500,1,178410315883300,178410315883300,178410315883300,178410315883300,82800,0,0,0,none
11404,178410315802900,1,178410315885100,178410315885100,178410315885200,178410315885200,82200,100,100,0,none
11405,178410315805300,1,178410315887000,178410315887000,178410315887100,178410315887100,81700,100,100,0,none
11406,178410315807700,1,178410315889000,178410315889000,178410315889000,178410315889000,81300,0,0,0,none
11407,178410315810100,1,178410315890800,178410315890800,178410315890800,178410315890900,80700,0,100,100,none
11408,178410315812500,1,178410315892700,178410315892700,178410315892700,178410315892800,80200,0,100,100,none
11409,178410315814900,1,178410315894600,178410315894600,178410315894700,178410315894700,79700,100,100,0,none
11410,178410315817400,1,178410315896500,178410315896500,178410315896600,178410315896600,79100,100,100,0,none
11411,178410315819800,1,178410315899000,178410315899100,178410315899100,178410315899100,79300,0,0,0,none
11412,178410315822200,1,178410315900900,178410315901000,178410315901000,178410315901000,78800,0,0,0,none
11413,178410315825800,1,178410315902800,178410315902800,178410315902900,178410315902900,77000,100,100,0,none
11414,178410315828100,1,178410315904700,178410315904700,178410315904800,178410315904800,76600,100,100,0,none
11415,178410315830600,1,178410315906600,178410315906700,178410315906700,178410315906700,76100,0,0,0,none
11416,178410315833000,1,178410315908500,178410315908500,178410315908500,178410315908600,75500,0,100,100,none
11417,178410315835600,1,178410315910400,178410315910400,178410315910500,178410315910500,74800,100,100,0,none
11418,178410315837900,1,178410315912300,178410315912300,178410315912400,178410315912400,74400,100,100,0,none
11419,178410315840300,1,178410315914200,178410315914200,178410315914200,178410315914200,73900,0,0,0,none
11420,178410315842800,1,178410315916100,178410315916100,178410315916100,178410315916200,73300,0,100,100,none
11421,178410315845200,1,178410315918000,178410315918000,178410315918000,178410315918000,72800,0,0,0,none
11422,178410315847600,1,178410315919800,178410315919800,178410315919900,178410315919900,72200,100,100,0,none
11423,178410315850000,1,178410315921700,178410315921700,178410315921800,178410315921800,71700,100,100,0,none
11424,178410315852500,1,178410315923600,178410315923700,178410315923700,178410315923700,71200,0,0,0,none
11425,178410315855000,1,178410315925500,178410315925500,178410315925500,178410315925500,70500,0,0,0,none
11426,178410315857300,1,178410315927300,178410315927300,178410315927400,178410315927400,70000,100,100,0,none
11427,178410315859800,1,178410315929200,178410315929200,178410315929300,178410315929300,69400,100,100,0,none
11428,178410315862200,1,178410315931100,178410315931100,178410315931200,178410315931200,68900,100,100,0,none
11429,178410315864600,1,178410315933000,178410315933000,178410315933000,178410315933000,68400,0,0,0,none
11430,178410315867000,1,178410315935000,178410315935000,178410315935000,178410315935000,68000,0,0,0,none
11431,178410315869500,1,178410315936800,178410315936800,178410315936800,178410315936900,67300,0,100,100,none
11432,178410315871900,1,178410315938700,178410315938700,178410315938800,178410315938800,66800,100,100,0,none
11433,178410315874300,1,178410315940600,178410315940600,178410315940600,178410315940600,66300,0,0,0,none
11434,178410315876900,1,178410315942500,178410315942500,178410315942600,178410315942600,65600,100,100,0,none
11435,178410315879300,1,178410315944400,178410315944400,178410315944400,178410315944400,65100,0,0,0,none
11436,178410315881600,1,178410315946300,178410315946300,178410315946300,178410315946300,64700,0,0,0,none
11437,178410315884000,1,178410315948100,178410315948100,178410315948100,178410315948200,64100,0,100,100,none
11438,178410315886500,1,178410315950000,178410315950000,178410315950000,178410315950000,63500,0,0,0,none
11439,178410315888900,1,178410315951800,178410315951800,178410315951800,178410315951900,62900,0,100,100,none
11440,178410315891300,1,178410315953700,178410315953700,178410315953800,178410315953800,62400,100,100,0,none
11441,178410315893800,1,178410315955600,178410315955600,178410315955700,178410315955700,61800,100,100,0,none
11442,178410315896200,1,178410315957600,178410315957600,178410315957600,178410315957600,61400,0,0,0,none
11443,178410315898600,1,178410315959500,178410315959500,178410315959500,178410315959500,60900,0,0,0,none
11444,178410315901000,1,178410315961400,178410315961400,178410315961400,178410315961400,60400,0,0,0,none
11445,178410315903500,1,178410315963300,178410315963300,178410315963300,178410315963300,59800,0,0,0,none
11446,178410315905900,1,178410315965300,178410315965300,178410315965300,178410315965300,59400,0,0,0,none
11447,178410315908300,1,178410315967100,178410315967100,178410315967200,178410315967200,58800,100,100,0,none
11448,178410315910700,1,178410315969000,178410315969000,178410315969100,178410315969100,58300,100,100,0,none
11449,178410315913100,1,178410315971000,178410315971000,178410315971000,178410315971000,57900,0,0,0,none
11450,178410315915500,1,178410315972900,178410315972900,178410315972900,178410315972900,57400,0,0,0,none
11451,178410315917900,1,178410315974800,178410315974800,178410315974800,178410315974800,56900,0,0,0,none
11452,178410315920500,1,178410315976600,178410315976600,178410315976600,178410315976700,56100,0,100,100,none
11453,178410315922800,1,178410315978500,178410315978600,178410315978600,178410315978600,55800,0,0,0,none
11454,178410315925100,1,178410315980400,178410315980500,178410315980500,178410315980500,55400,0,0,0,none
11455,178410315927600,1,178410315982300,178410315982300,178410315982400,178410315982400,54700,100,100,0,none
11456,178410315930000,1,178410315984200,178410315984300,178410315984300,178410315984300,54300,0,0,0,none
11457,178410315932400,1,178410315986100,178410315986100,178410315986100,178410315986100,53700,0,0,0,none
11458,178410315934800,1,178410315988000,178410315988000,178410315988000,178410315988000,53200,0,0,0,none
11459,178410315937300,1,178410315989800,178410315989800,178410315989900,178410315989900,52500,100,100,0,none
11460,178410315939700,1,178410315991800,178410315991800,178410315991800,178410315991800,52100,0,0,0,none
11461,178410315942100,1,178410315993600,178410315993600,178410315993700,178410315993700,51500,100,100,0,none
11462,178410315953800,1,178410315995500,178410315995500,178410315995600,178410315995600,41700,100,100,0,none
11463,178410315956200,1,178410315997400,178410315997400,178410315997400,178410315997500,41200,0,100,100,none
11464,178410315958600,1,178410315999300,178410315999400,178410315999400,178410315999400,40800,0,0,0,none
11465,178410315961000,1,178410316001200,178410316001200,178410316001200,178410316001200,40200,0,0,0,none
11466,178410315963500,1,178410316003100,178410316003100,178410316003100,178410316003100,39600,0,0,0,none
11467,178410315965900,1,178410316005000,178410316005000,178410316005000,178410316005000,39100,0,0,0,none
11468,178410315968300,1,178410316006800,178410316006800,178410316006900,178410316006900,38500,100,100,0,none
11469,178410315970800,1,178410316008700,178410316008700,178410316008700,178410316008700,37900,0,0,0,none
11470,178410315973300,1,178410316010600,178410316010600,178410316010600,178410316010600,37300,0,0,0,none
11471,178410315975700,1,178410316012500,178410316012500,178410316012500,178410316012500,36800,0,0,0,none
11472,178410315978000,1,178410316014300,178410316014300,178410316014400,178410316014400,36300,100,100,0,none
11473,178410315980600,1,178410316016400,178410316016400,178410316016400,178410316016400,35800,0,0,0,none
11474,178410315983000,1,178410316019400,178410316019400,178410316019500,178410316019500,36400,100,100,0,none
11475,178410315985400,1,178410316021400,178410316021400,178410316021400,178410316021500,36000,0,100,100,none
11476,178410315987900,1,178410316023800,178410316023800,178410316023800,178410316023800,35900,0,0,0,none
11477,178410315990300,1,178410316025600,178410316025600,178410316025700,178410316025700,35300,100,100,0,none
11478,178410315992600,1,178410316027500,178410316027500,178410316027500,178410316027600,34900,0,100,100,none
11479,178410315995000,1,178410316029400,178410316029400,178410316029500,178410316029500,34400,100,100,0,none
11480,178410315997500,1,178410316031300,178410316031300,178410316031300,178410316031300,33800,0,0,0,none
11481,178410315999900,1,178410316033300,178410316033300,178410316033300,178410316033400,33400,0,100,100,none
11482,178410316002300,1,178410316035400,178410316035400,178410316035400,178410316035400,33100,0,0,0,none
11483,178410316004900,1,178410316037300,178410316037300,178410316037300,178410316037300,32400,0,0,0,none
11484,178410316007200,1,178410316039200,178410316039200,178410316039200,178410316039200,32000,0,0,0,none
11485,178410316009600,1,178410316041000,178410316041000,178410316041000,178410316041100,31400,0,100,100,none
11486,178410316012000,1,178410316042900,178410316042900,178410316042900,178410316043000,30900,0,100,100,none
11487,178410316014400,1,178410316044900,178410316044900,178410316044900,178410316044900,30500,0,0,0,none
11488,178410316016800,1,178410316046700,178410316046700,178410316046800,178410316046800,29900,100,100,0,none
11489,178410316019200,1,178410316048600,178410316048700,178410316048700,178410316048700,29500,0,0,0,none
11490,178410316021900,1,178410316050500,178410316050500,178410316050500,178410316050500,28600,0,0,0,none
11491,178410316024300,1,178410316052300,178410316052400,178410316052400,178410316052400,28100,0,0,0,none
11492,178410316026700,1,178410316054200,178410316054200,178410316054200,178410316054200,27500,0,0,0,none
11493,178410316029100,1,178410316056200,178410316056200,178410316056200,178410316056200,27100,0,0,0,none
11494,178410316031500,1,178410316058100,178410316058100,178410316058200,178410316058200,26600,100,100,0,none
11495,178410316033900,1,178410316060000,178410316060000,178410316060100,178410316060100,26100,100,100,0,none
11496,178410316036300,1,178410316061900,178410316061900,178410316061900,178410316062000,25600,0,100,100,none
11497,178410316038800,1,178410316063800,178410316063800,178410316063800,178410316063800,25000,0,0,0,none
11498,178410316041200,1,178410316065700,178410316065700,178410316065800,178410316065800,24500,100,100,0,none
11499,178410316043600,1,178410316067700,178410316067700,178410316067800,178410316067800,24100,100,100,0,none
11500,178410316046000,1,178410316069600,178410316069600,178410316069600,178410316069600,23600,0,0,0,none
11501,178410316048500,1,178410316071500,178410316071500,178410316071500,178410316071500,23000,0,0,0,none
11502,178410316050900,1,178410316073500,178410316073500,178410316073500,178410316073500,22600,0,0,0,none
11503,178410316053300,1,178410316075400,178410316075400,178410316075400,178410316075500,22100,0,100,100,none
11504,178410316055700,1,178410316077300,178410316077300,178410316077300,178410316077300,21600,0,0,0,none
11505,178410316058100,1,178410316079100,178410316079100,178410316079200,178410316079200,21000,100,100,0,none
11506,178410316060400,1,178410316081100,178410316081100,178410316081100,178410316081100,20700,0,0,0,none
11507,178410316062800,1,178410316083100,178410316083200,178410316083200,178410316083200,20400,0,0,0,none
11508,178410316065200,1,178410316084900,178410316085000,178410316085000,178410316085000,19800,0,0,0,none
11509,178410316067600,1,178410316086900,178410316086900,178410316086900,178410316086900,19300,0,0,0,none
11510,178410316070000,1,178410316088700,178410316088800,178410316088800,178410316088800,18800,0,0,0,none
11511,178410316072500,1,178410316090600,178410316090600,178410316090600,178410316090600,18100,0,0,0,none
11512,178410316074900,1,178410316092500,178410316092500,178410316092500,178410316092500,17600,0,0,0,none
11513,178410316077300,1,178410316094300,178410316094300,178410316094400,178410316094400,17000,100,100,0,none
11514,178410316079700,1,178410316096200,178410316096300,178410316096300,178410316096300,16600,0,0,0,none
11515,178410316082200,1,178410316098100,178410316098100,178410316098100,178410316098200,15900,0,100,100,none
11516,178410316088500,1,178410316100100,178410316100100,178410316100100,178410316100100,11600,0,0,0,none
11517,178410316090900,1,178410316102200,178410316102200,178410316102200,178410316102200,11300,0,0,0,none
11518,178410316093400,1,178410316104100,178410316104100,178410316104100,178410316104200,10700,0,100,100,none
11519,178410316095800,1,178410316106000,178410316106000,178410316106000,178410316106000,10200,0,0,0,none
11520,178410316098200,1,178410316107900,178410316107900,178410316107900,178410316107900,9700,0,0,0,none
11521,178410316100600,1,178410316109700,178410316109800,178410316109800,178410316109800,9200,0,0,0,none
11522,178410316103000,1,178410316111600,178410316111700,178410316111700,178410316111700,8700,0,0,0,none
11523,178410316105400,1,178410316113500,178410316113500,178410316113600,178410316113600,8100,100,100,0,none
11524,178410316107700,1,178410316115500,178410316115500,178410316115500,178410316115500,7800,0,0,0,none
11525,178410316110200,1,178410316117300,178410316117400,178410316117400,178410316117400,7200,0,0,0,none
11526,178410316112600,1,178410316119200,178410316119300,178410316119300,178410316119300,6700,0,0,0,none
11527,178410316115000,1,178410316121200,178410316121300,178410316121300,178410316121300,6300,0,0,0,none
11528,178410316117400,1,178410316123100,178410316123100,178410316123200,178410316123200,5700,100,100,0,none
11529,178410316119900,1,178410316125100,178410316125100,178410316125100,178410316125100,5200,0,0,0,none
11530,178410316122300,1,178410316126900,178410316126900,178410316127000,178410316127000,4600,100,100,0,none
11531,178410316124700,1,178410316128900,178410316128900,178410316128900,178410316128900,4200,0,0,0,none
11532,178410316127200,1,178410316130700,178410316130800,178410316130800,178410316130800,3600,0,0,0,none
11533,178410316129600,1,178410316132600,178410316132700,178410316132700,178410316132700,3100,0,0,0,none
11534,178410316131900,1,178410316134600,178410316134600,178410316134600,178410316134600,2700,0,0,0,none
11535,178410316134300,1,178410316136500,178410316136500,178410316136500,178410316136500,2200,0,0,0,none
11536,178410316136700,1,178410316138400,178410316138400,178410316138400,178410316138500,1700,0,100,100,none
11537,178410316139100,1,178410316141300,178410316141300,178410316141300,178410316141400,2200,0,100,100,none
11538,178410316141500,1,178410316143300,178410316143300,178410316143300,178410316143400,1800,0,100,100,none
11539,178410316144100,1,178410316145200,178410316145200,178410316145200,178410316145200,1100,0,0,0,none
11540,178410316146400,1,178410316147100,178410316147100,178410316147100,178410316147200,700,0,100,100,none
11541,178410316148800,1,178410316149100,178410316149100,178410316149100,178410316149100,300,0,0,0,none
11542,178410316151200,1,178410316151300,178410316151300,178410316151300,178410316151400,100,0,100,100,none
11543,178410316153700,1,178410316153900,178410316153900,178410316153900,178410316153900,200,0,0,0,none
11544,178410316156200,1,178410316156300,178410316156300,178410316156400,178410316156400,100,100,100,0,none
11545,178410316158600,1,178410316158700,178410316158700,178410316158700,178410316158700,100,0,0,0,none
11546,178410316161100,1,178410316161200,178410316161200,178410316161300,178410316161300,100,100,100,0,none
11547,178410316163500,1,178410316163600,178410316163600,178410316163700,178410316163700,100,100,100,0,none
11548,178410316165900,1,178410316166000,178410316166000,178410316166100,178410316166100,100,100,100,0,none
11549,178410316168300,1,178410316168400,178410316168500,178410316168500,178410316168500,200,0,0,0,none
11550,178410316170800,1,178410316171000,178410316171000,178410316171000,178410316171000,200,0,0,0,none
11551,178410316173200,1,178410316173300,178410316173300,178410316173300,178410316173400,100,0,100,100,none
11552,178410316175600,1,178410316175700,178410316175700,178410316175700,178410316175800,100,0,100,100,none
11553,178410316178100,1,178410316178300,178410316178300,178410316178300,178410316178300,200,0,0,0,none
11554,178410316180600,1,178410316180700,178410316180800,178410316180800,178410316180800,200,0,0,0,none
11555,178410316183000,1,178410316183200,178410316183300,178410316183300,178410316183300,300,0,0,0,none
11556,178410316185500,1,178410316185600,178410316185600,178410316185700,178410316185700,100,100,100,0,none
11557,178410316188000,1,178410316188300,178410316188300,178410316188300,178410316188300,300,0,0,0,none
11558,178410316190500,1,178410316191000,178410316191000,178410316191000,178410316191100,500,0,100,100,none
11559,178410316192900,1,178410316193000,178410316193100,178410316193100,178410316193100,200,0,0,0,none
11560,178410316204100,1,178410316204300,178410316204300,178410316204300,178410316204300,200,0,0,0,none
11561,178410316206600,1,178410316206700,178410316206700,178410316206800,178410316206800,100,100,100,0,none
11562,178410316209000,1,178410316209100,178410316209100,178410316209200,178410316209200,100,100,100,0,none
11563,178410316211400,1,178410316211500,178410316211500,178410316211500,178410316211600,100,0,100,100,none
11564,178410316213900,1,178410316214100,178410316214200,178410316214200,178410316214200,300,0,0,0,none
11565,178410316216400,1,178410316216500,178410316216500,178410316216500,178410316216600,100,0,100,100,none
11566,178410316218800,1,178410316218900,178410316218900,178410316218900,178410316218900,100,0,0,0,none
11567,178410316221300,1,178410316221400,178410316221500,178410316221500,178410316221500,200,0,0,0,none
11568,178410316223700,1,178410316223800,178410316223800,178410316223800,178410316223900,100,0,100,100,none
11569,178410316226100,1,178410316226200,178410316226200,178410316226200,178410316226200,100,0,0,0,none
11570,178410316228500,1,178410316228600,178410316228700,178410316228700,178410316228700,200,0,0,0,none
11571,178410316231000,1,178410316231100,178410316231200,178410316231200,178410316231200,200,0,0,0,none
11572,178410316233400,1,178410316233500,178410316233600,178410316233600,178410316233600,200,0,0,0,none
11573,178410316235800,1,178410316236400,178410316236400,178410316236400,178410316236400,600,0,0,0,none
11574,178410316238400,1,178410316238600,178410316238600,178410316238600,178410316238600,200,0,0,0,none
11575,178410316240800,1,178410316240900,178410316240900,178410316241000,178410316241000,100,100,100,0,none
11576,178410316243200,1,178410316243300,178410316243300,178410316243300,178410316243300,100,0,0,0,none
11577,178410316245900,1,178410316246700,178410316246700,178410316246800,178410316246800,800,100,100,0,none
11578,178410316249200,1,178410316250500,178410316250500,178410316250600,178410316250600,1300,100,100,0,none
11579,178410316251900,1,178410316253100,178410316253100,178410316253100,178410316253100,1200,0,0,0,none
11580,178410316254300,1,178410316255000,178410316255100,178410316255100,178410316255100,800,0,0,0,none
11581,178410316256800,1,178410316257000,178410316257000,178410316257000,178410316257000,200,0,0,0,none
11582,178410316259300,1,178410316259400,178410316259400,178410316259500,178410316259500,100,100,100,0,none
11583,178410316261700,1,178410316261900,178410316261900,178410316261900,178410316261900,200,0,0,0,none
11584,178410316264100,1,178410316264300,178410316264300,178410316264300,178410316264300,200,0,0,0,none
11585,178410316266800,1,178410316266900,178410316266900,178410316266900,178410316266900,100,0,0,0,none
11586,178410316269200,1,178410316269300,178410316269400,178410316269400,178410316269400,200,0,0,0,none
11587,178410316271600,1,178410316271700,178410316271800,178410316271800,178410316271800,200,0,0,0,none
11588,178410316274100,1,178410316274300,178410316274300,178410316274300,178410316274300,200,0,0,0,none
11589,178410316276600,1,178410316276700,178410316276700,178410316276700,178410316276800,100,0,100,100,none
11590,178410316279000,1,178410316279100,178410316279100,178410316279200,178410316279200,100,100,100,0,none
11591,178410316281400,1,178410316281500,178410316281600,178410316281600,178410316281600,200,0,0,0,none
11592,178410316283900,1,178410316284000,178410316284100,178410316284100,178410316284100,200,0,0,0,none
11593,178410316286300,1,178410316286400,178410316286400,178410316286400,178410316286500,100,0,100,100,none
11594,178410316288700,1,178410316288800,178410316288800,178410316288900,178410316288900,100,100,100,0,none
11595,178410316291300,1,178410316291400,178410316291400,178410316291400,178410316291500,100,0,100,100,none
11596,178410316293700,1,178410316293800,178410316293900,178410316293900,178410316293900,200,0,0,0,none
11597,178410316296100,1,178410316296200,178410316296300,178410316296300,178410316296300,200,0,0,0,none
11598,178410316298500,1,178410316298600,178410316298600,178410316298600,178410316298700,100,0,100,100,none
11599,178410316301000,1,178410316301100,178410316301200,178410316301200,178410316301200,200,0,0,0,none
11600,178410316303500,1,178410316303600,178410316303600,178410316303600,178410316303700,100,0,100,100,none
11601,178410316305900,1,178410316306000,178410316306000,178410316306000,178410316306100,100,0,100,100,none
11602,178410316308500,1,178410316308600,178410316308600,178410316308600,178410316308600,100,0,0,0,none
11603,178410316310900,1,178410316311000,178410316311100,178410316311100,178410316311100,200,0,0,0,none
11604,178410316313300,1,178410316313400,178410316313400,178410316313400,178410316313500,100,0,100,100,none
11605,178410316315700,1,178410316315800,178410316315800,178410316315800,178410316315900,100,0,100,100,none
11606,178410316318300,1,178410316318400,178410316318400,178410316318400,178410316318400,100,0,0,0,none
11607,178410316320700,1,178410316320800,178410316320800,178410316320900,178410316320900,100,100,100,0,none
11608,178410316323100,1,178410316323200,178410316323200,178410316323300,178410316323300,100,100,100,0,none
11609,178410316325600,1,178410316325800,178410316325800,178410316325800,178410316325800,200,0,0,0,none
11610,178410316328000,1,178410316328100,178410316328200,178410316328200,178410316328200,200,0,0,0,none
11611,178410316330400,1,178410316330600,178410316330600,178410316330600,178410316330600,200,0,0,0,none
11612,178410316332800,1,178410316332900,178410316332900,178410316333000,178410316333000,100,100,100,0,none
11613,178410316335300,1,178410316335500,178410316335500,178410316335500,178410316335500,200,0,0,0,none
11614,178410316337800,1,178410316338500,178410316338500,178410316338500,178410316338600,700,0,100,100,none
11615,178410316340300,1,178410316340500,178410316340500,178410316340500,178410316340500,200,0,0,0,none
11616,178410316342800,1,178410316342900,178410316343000,178410316343000,178410316343000,200,0,0,0,none
11617,178410316345200,1,178410316345300,178410316345300,178410316345400,178410316345400,100,100,100,0,none
11618,178410316347600,1,178410316347700,178410316347700,178410316347700,178410316347800,100,0,100,100,none
11619,178410316350000,1,178410316350100,178410316350100,178410316350200,178410316350200,100,100,100,0,none
11620,178410316352600,1,178410316352700,178410316352700,178410316352700,178410316352700,100,0,0,0,none
11621,178410316355000,1,178410316355100,178410316355100,178410316355100,178410316355200,100,0,100,100,none
11622,178410316357400,1,178410316357500,178410316357500,178410316357600,178410316357600,100,100,100,0,none
11623,178410316360000,1,178410316360800,178410316360800,178410316360800,178410316360800,800,0,0,0,none
11624,178410316362600,1,178410316362800,178410316362800,178410316362800,178410316362800,200,0,0,0,none
11625,178410316365000,1,178410316365100,178410316365100,178410316365100,178410316365100,100,0,0,0,none
11626,178410316367400,1,178410316367500,178410316367600,178410316367600,178410316367600,200,0,0,0,none
11627,178410316370200,1,178410316370300,178410316370300,178410316370300,178410316370300,100,0,0,0,none
11628,178410316372600,1,178410316372700,178410316372700,178410316372800,178410316372800,100,100,100,0,none
11629,178410316375000,1,178410316375100,178410316375100,178410316375200,178410316375200,100,100,100,0,none
11630,178410316377500,1,178410316377700,178410316377700,178410316377800,178410316377800,200,100,100,0,none
11631,178410316380000,1,178410316380100,178410316380100,178410316380200,178410316380200,100,100,100,0,none
11632,178410316382400,1,178410316382600,178410316382600,178410316382600,178410316382600,200,0,0,0,none
11633,178410316384900,1,178410316385500,178410316385500,178410316385500,178410316385500,600,0,0,0,none
11634,178410316387600,1,178410316387800,178410316387800,178410316387800,178410316387800,200,0,0,0,none
11635,178410316390000,1,178410316390100,178410316390100,178410316390200,178410316390200,100,100,100,0,none
11636,178410316392400,1,178410316392500,178410316392500,178410316392600,178410316392600,100,100,100,0,none
11637,178410316395000,1,178410316395100,178410316395100,178410316395200,178410316395200,100,100,100,0,none
11638,178410316397400,1,178410316397500,178410316397600,178410316397600,178410316397600,200,0,0,0,none
11639,178410316399800,1,178410316399900,178410316399900,178410316399900,178410316400000,100,0,100,100,none
11640,178410316402200,1,178410316402300,178410316402300,178410316402400,178410316402400,100,100,100,0,none
11641,178410316404700,1,178410316404900,178410316404900,178410316404900,178410316404900,200,0,0,0,none
11642,178410316407100,1,178410316407200,178410316407300,178410316407300,178410316407300,200,0,0,0,none
11643,178410316409500,1,178410316409600,178410316409600,178410316409700,178410316409700,100,100,100,0,none
11644,178410316412100,1,178410316412200,178410316412200,178410316412200,178410316412300,100,0,100,100,none
11645,178410316414500,1,178410316414700,178410316414700,178410316414700,178410316414700,200,0,0,0,none
11646,178410316416900,1,178410316417000,178410316417000,178410316417100,178410316417100,100,100,100,0,none
11647,178410316419300,1,178410316419400,178410316419400,178410316419500,178410316419500,100,100,100,0,none
11648,178410316421800,1,178410316422000,178410316422000,178410316422000,178410316422000,200,0,0,0,none
11649,178410316424300,1,178410316424400,178410316424400,178410316424400,178410316424500,100,0,100,100,none
11650,178410316426700,1,178410316426800,178410316426900,178410316426900,178410316426900,200,0,0,0,none
11651,178410316429200,1,178410316429400,178410316429400,178410316429400,178410316429400,200,0,0,0,none
11652,178410316431600,1,178410316431700,178410316431700,178410316431800,178410316431800,100,100,100,0,none
11653,178410316434000,1,178410316434100,178410316434100,178410316434100,178410316434200,100,0,100,100,none
11654,178410316436400,1,178410316436600,178410316436600,178410316436600,178410316436600,200,0,0,0,none
11655,178410316438900,1,178410316439100,178410316439100,178410316439100,178410316439200,200,0,100,100,none
11656,178410316441400,1,178410316441500,178410316441500,178410316441500,178410316441600,100,0,100,100,none
11657,178410316443800,1,178410316443900,178410316443900,178410316444000,178410316444000,100,100,100,0,none
11658,178410316454100,1,178410316454200,178410316454200,178410316454200,178410316454300,100,0,100,100,none
11659,178410316456500,1,178410316456600,178410316456600,178410316456600,178410316456700,100,0,100,100,none
11660,178410316458900,1,178410316459000,178410316459100,178410316459100,178410316459100,200,0,0,0,none
11661,178410316461300,1,178410316461400,178410316461400,178410316461500,178410316461500,100,100,100,0,none
11662,178410316463800,1,178410316463900,178410316463900,178410316464000,178410316464000,100,100,100,0,none
11663,178410316466200,1,178410316466400,178410316466400,178410316466400,178410316466400,200,0,0,0,none
11664,178410316468600,1,178410316469300,178410316469300,178410316469300,178410316469300,700,0,0,0,none
11665,178410316471200,1,178410316471400,178410316471400,178410316471400,178410316471500,200,0,100,100,none
11666,178410316473600,1,178410316473700,178410316473700,178410316473700,178410316473800,100,0,100,100,none
11667,178410316476000,1,178410316476100,178410316476100,178410316476100,178410316476200,100,0,100,100,none
11668,178410316478400,1,178410316478500,178410316478500,178410316478500,178410316478600,100,0,100,100,none
11669,178410316480900,1,178410316481100,178410316481100,178410316481100,178410316481100,200,0,0,0,none
11670,178410316483300,1,178410316483400,178410316483500,178410316483500,178410316483500,200,0,0,0,none
11671,178410316485700,1,178410316485800,178410316485800,178410316485800,178410316485900,100,0,100,100,none
11672,178410316488200,1,178410316488300,178410316488300,178410316488400,178410316488400,100,100,100,0,none
11673,178410316490600,1,178410316490700,178410316490700,178410316490700,178410316490800,100,0,100,100,none
11674,178410316493000,1,178410316493100,178410316493100,178410316493100,178410316493100,100,0,0,0,none
11675,178410316495400,1,178410316495500,178410316495500,178410316495600,178410316495600,100,100,100,0,none
11676,178410316497900,1,178410316498100,178410316498100,178410316498100,178410316498100,200,0,0,0,none
11677,178410316500300,1,178410316500400,178410316500500,178410316500500,178410316500500,200,0,0,0,none
11678,178410316502700,1,178410316502800,178410316502800,178410316502900,178410316502900,100,100,100,0,none
11679,178410316505200,1,178410316505400,178410316505400,178410316505400,178410316505400,200,0,0,0,none
11680,178410316507600,1,178410316507700,178410316507700,178410316507800,178410316507800,100,100,100,0,none
11681,178410316510000,1,178410316510100,178410316510100,178410316510100,178410316510100,100,0,0,0,none
